id,produit_id,dimension1,dimension2,dimension3,longueur,unite
820,820,FAB-425-001-19,1,5.5,6,po
821,821,FAB-425-001-20,0.5,44.5,79.165,po
822,822,FAB-425-001-26,0.375,3,29.5,po
823,823,FAB-425-001-27,0.75,3,7.875,po
824,824,FAB-425-001-36,1,6.807,7,po
825,825,FAB-425-002-4,"2,5''","3,5''",,po
826,826,FAB-425-002-5,"2,5''","3,5''",,po
827,827,FAB-425-002-6,2-3/4'',7-7/8'',,po
828,828,FAB-425-101-6,0.75,5.90625,5.90625,po
829,829,FAB-425-108,2-1/4'',2-1/4'',,po
830,830,FAB-425-202-2,1,14,18.5,po
831,831,FAB-425-301,0.125,24.5,79.17,po
832,832,FAB-425-302,0.125,44.5,68,po
833,833,FAB-425-303,0.125,12.79,79.17,po
834,834,FAB-425-304,0.125,39.61,42,po
835,835,FAB-425-305,0.125,25.91,79.17,po
836,836,FAB-425-307,0.125,26.87,79.17,po
837,837,FAB-425-308-11,51.433,7.593,,po
838,838,FAB-425-308-12,51.437,7,,po
839,839,FAB-425-308-14,55.334,39.583,,po
840,840,FAB-425-308-15,39.583,3.904,,po
841,841,FAB-425-308-16,39.833,1.883,,po
842,842,FAB-425-401-5,5,25,,po
843,843,FAB-425-601-5,,,,po
844,844,FAB-425-601-6,,,,po
845,845,FAB-441-001,,,,po
846,846,FAB-441-001,"PLAQUE ACIER 3/4'' X 7,01'' X 9,57''",,,po
847,847,FAB-441-002-1,,,,po
848,848,FAB-441-002-1,"PLAQUE ACIER 1/2'' X 6,03'' X 11,94''",,,po
849,849,FAB-441-002-2,,,,po
850,850,FAB-441-002-2,"PLAQUE ACIER 1/2'' X 6,03'' X 11,94''",,,po
851,851,FAB-441-003,,,,po
852,852,FAB-441-003,"PLAQUE ACIER 3/4'' X 7,01'' X 11,94''",,,po
853,853,FAB-441-011,,,,po
854,854,FAB-441-011,"TOLE 1/8'' X 6,89'' X 11,77''",,,po
855,855,FAB-441-012,,,,po
856,856,FAB-441-012,"PLAQUE ACIER 1/2'' X 6,91'' X 7,01''",,,po
857,857,FAB-951-002,,,,po
858,858,FAB-951-002-A,,,,po
859,859,FAB-951-002-B,,,,po
860,860,FAB-951-003-4,,,,po
861,861,FAB-951-005,,,,po
862,862,FAB-951-005,,,,po
863,863,FAB-951-011,,,,po
864,864,FAB-951-012,,,,po
865,865,FAB-951-023-1,,,,po
866,866,FAB-951-026,,,,po
867,867,FAB-951-027,,,,po
868,868,FAB-951-027,,,,po
869,869,FAB-951-027,,,,po
870,870,FAB-951-029,,,,po
871,871,FAB-951-029,,,,po
872,872,FAB-951-029,,,,po
873,873,FAB-951-030,,,,po
874,874,FAB-951-030,,,,po
875,875,FAB-951-030,,,,po
876,876,FAB-951-031-1,,,,po
877,877,FAB-951-031-2,,,,po
878,878,FAB-951-031-3,,,,po
879,879,FAB-951-031-7,,,,po
880,880,FAB-951-031-8,,,,po
881,881,FAB-951-034-1,,,,po
882,882,FAB-951-034-1,,,,po
883,883,FAB-951-034-2,,,,po
884,884,FAB-951-034-2,,,,po
885,885,FAB-951-034-3,,,,po
886,886,FAB-951-034-3,,,,po
887,887,FAB-951-034-7,,,,po
888,888,FAB-951-034-7,,,,po
889,889,FAB-951-034-8,,,,po
890,890,FAB-951-034-8,,,,po
891,891,FAB-951-036,,,,po
892,892,FAB-951-037,,,,po
893,893,FAB-951-037,,,,po
894,894,FAB-951-038,,,,po
895,895,FAB-951-038,,,,po
896,896,FAB-951-040,,,,po
897,897,FAB-951-040,,,,po
898,898,FAB-951-040,,,,po
899,899,FAB-951-045,,,,po
900,900,FAB-951-045,,,,po
901,901,FAB-951-045,,,,po
902,902,FAB-951-051,,,,po
903,903,FAB-951-051,,,,po
904,904,FAB-951-053,,,,po
905,905,FAB-951-063,,,,po
906,906,FAB-951-101-1,,,,po
907,907,FAB-951-101-10,,,,po
908,908,FAB-951-101-11,,,,po
909,909,FAB-951-101-12,,,,po
910,910,FAB-951-101-2,,,,po
911,911,FAB-951-101-3,,,,po
912,912,FAB-951-101-4,,,,po
913,913,FAB-951-101-5,,,,po
914,914,FAB-951-101-6,,,,po
915,915,FAB-951-101-7,,,,po
916,916,FAB-951-101-8,,,,po
917,917,FAB-951-102,,,,po
918,918,FAB-951-102,,,,po
919,919,FAB-951-102,,,,po
920,920,FAB-951-104-1,,,,po
921,921,FAB-951-104-1,,,,po
922,922,FAB-951-104-1,,,,po
923,923,FAB-951-104-2,,,,po
924,924,FAB-951-104-2,,,,po
925,925,FAB-951-104-2,,,,po
926,926,FAB-951-106,,,,po
927,927,FAB-951-109,,,,po
928,928,FAB-951-112,,,,po
929,929,FAB-951-112,,,,po
930,930,FAB-951-113,,,,po
931,931,FAB-951-113,,,,po
932,932,FAB-951-113,,,,po
933,933,FAB-951-201,,,,po
934,934,FAB-951-202,,,,po
935,935,FAB-951-204,,,,po
936,936,FAB-951-205,,,,po
937,937,FAB-951-206,,,,po
938,938,FAB-951-210,,,,po
939,939,FAB-951-211,,,,po
940,940,FAB-951-212,,,,po
941,941,FAB-951-214,,,,po
942,942,FAB-951-215,,,,po
943,943,FAB-951-216,,,,po
944,944,FAB-951-218,,,,po
945,945,FAB-951-219,,,,po
946,946,FAB-951-220,,,,po
947,947,FAB-951-220,,,,po
948,948,FAB-951-222,,,,po
949,949,FAB-951-223,,,,po
950,950,FAB-951-303,,,,po
951,951,FAB-951-303,,,,po
952,952,FAB-951-304,,,,po
953,953,FAB-951-304,,,,po
954,954,FAB-951-305,,,,po
955,955,FAB-951-305,,,,po
956,956,FAB-951-310,,,,po
957,957,FAB-951-310,,,,po
958,958,FAB-951-310,,,,po
959,959,FAB-951-311,,,,po
960,960,FAB-951-311,,,,po
961,961,FAB-951-311,,,,po
962,962,FAB-951-315,,,,po
963,963,FAB-951-315,,,,po
964,964,FAB-951-315,,,,po
965,965,FAB-951-316,,,,po
966,966,FAB-951-316,,,,po
967,967,FAB-951-316,,,,po
968,968,FAB-951-317-1,,,,po
969,969,FAB-951-317-1,,,,po
970,970,FAB-951-317-1,,,,po
971,971,FAB-951-317-2,,,,po
972,972,FAB-951-317-2,,,,po
973,973,FAB-951-317-2,,,,po
974,974,FAB-951-317-3,,,,po
975,975,FAB-951-317-3,,,,po
976,976,FAB-951-317-3,,,,po
977,977,FAB-951-321,,,,po
978,978,FAB-951-321,,,,po
979,979,FAB-951-321,,,,po
980,980,FAB-951-327-1,,,,po
981,981,FAB-951-327-1,,,,po
982,982,FAB-951-327-1,,,,po
983,983,FAB-951-327-2,,,,po
984,984,FAB-951-327-2,,,,po
985,985,FAB-951-327-2,,,,po
986,986,FAB-951-327-3,,,,po
987,987,FAB-951-327-3,,,,po
988,988,FAB-951-327-3,,,,po
989,989,FAB-951-328,,,,po
990,990,FAB-951-328,,,,po
991,991,FAB-951-328,,,,po
992,992,FAB-951-401-6,,,,po
993,993,FAB-951-401-6,,,,po
994,994,FAB-951-401-6,,,,po
995,995,FAB-951-402-1,,,,po
996,996,FAB-951-402-1,,,,po
997,997,FAB-951-402-1,,,,po
998,998,FAB-951-402-2,,,,po
999,999,FAB-951-402-2,,,,po
1000,1000,FAB-951-402-2,,,,po
1001,1001,FAB-951-403-18,,,,po
1002,1002,FAB-951-403-18,,,,po
1003,1003,FAB-951-403-18,,,,po
1004,1004,FAB-951-403-21,,,,po
1005,1005,FAB-951-403-21,,,,po
1006,1006,FAB-951-403-21,,,,po
1007,1007,FAB-951-405,,,,po
1008,1008,FAB-951-502,,,,po
1009,1009,FAB-951-502,,,,po
1010,1010,FAB-951-503,,,,po
1011,1011,FAB-951-503,,,,po
1012,1012,FAB-951-504,,,,po
1013,1013,FAB-951-504,,,,po
1014,1014,FAB-951-505,,,,po
1015,1015,FAB-951-505,,,,po
1016,1016,FAB-951-506-1,,,,po
1017,1017,FAB-951-506-1,,,,po
1018,1018,FAB-951-506-2,,,,po
1019,1019,FAB-951-506-2,,,,po
1020,1020,FAB-951-506-3,,,,po
1021,1021,FAB-951-506-3,,,,po
1022,1022,FAB-951-508,,,,po
1023,1023,FAB-951-701-3,,,,po
1024,1024,FAB-951-803-1,,,,po
1025,1025,FAB-951-803-1,,,,po
1026,1026,FAB-951-803-1,,,,po
1027,1027,FAB-951-803-2,,,,po
1028,1028,FAB-951-803-2,,,,po
1029,1029,FAB-951-803-2,,,,po
1030,1030,FAB-951-901-10,,,,po
1031,1031,FAB-951-901-10,,,,po
1032,1032,FAB-951-901-13,,,,po
1033,1033,FAB-951-901-13,,,,po
1034,1034,FAB-951-901-9,,,,po
1035,1035,FAB-951-901-9,,,,po
1036,1036,FAB-951-902-5,,,,po
1037,1037,FAB-CONV-006,"3,000",18.125,,po
1038,1038,FAB-CONV-1X3-ATT,,,,po
1039,1039,FAB-CONV-1x3-ATTACHE-OZCELIK,,,,po
1040,1040,FAB-CONV-1X3-PATTE,,,,po
1041,1041,FAB-CONV-288-001-4,1,3,,po
1042,1042,FAB-CONV-288-001-5,"3/8""",,,po
1043,1043,FAB-CONV-288-001-6,,,,po
1044,1044,FAB-CONV-ETRIER,,,,po
1045,1045,FAB-CONV-ETRIER,,,,po
1046,1046,FAB-PLF-16.GA,,,,po
1047,1047,FAB-PLF-3X3X0.5,0.5,"3,000",,po
1048,1048,,,,,po
1049,1049,,,,,po
1050,1050,,,,,po
1051,1051,,,,,po
1052,1052,,,,,po
1053,1053,,,,,po
1054,1054,,,,,po
1055,1055,,,,,po
1056,1056,TPE-PLB-3X3,,,,po
1057,1057,17058-100-007,,,,po
1058,1058,17058-100-035-01,,,,po
1059,1059,17058-100-035-02,,,,po
1060,1060,17058-100-040-01,,,,po
1061,1061,17058-100-040-02,,,,po
1062,1062,17058-100-041-1,,,,po
1063,1063,17058-100-041-2,,,,po
1064,1064,17058-100-043-01,,,,po
1065,1065,17058-100-043-02,,,,po
1066,1066,17058-1100-021,,,,po
1067,1067,17058-1100-024-01,,,,po
1068,1068,17058-1100-024-02,,,,po
1069,1069,17058-1100-025,,,,po
1070,1070,17058-1200-007,,,,po
1071,1071,17058-1200-019,,,,po
1072,1072,17058-1200-020,,,,po
1073,1073,17058-1200-022,,,,po
1074,1074,17058-1200-024-1,,,,po
1075,1075,17058-1200-024-2,,,,po
1076,1076,17058-200-058,,,,po
1077,1077,17058-200-087,,,,po
1078,1078,17058-300-060,,,,po
1079,1079,17058-300-073-01,,,,po
1080,1080,17058-300-073-02,,,,po
1081,1081,17058-400-001,,,,po
1082,1082,17058-400-001-DR,,,,po
1083,1083,17058-400-002,,,,po
1084,1084,17058-400-002-DR,,,,po
1085,1085,20-127-009-4,,,,po
1086,1086,20-127-022-1,,,,po
1087,1087,21-108-001-15,,,,po
1088,1088,21-108-001-17,,,,po
1089,1089,21-108-001-27,,,,po
1090,1090,21-108-001-28,,,,po
1091,1091,21-108-001-29,,,,po
1092,1092,21-108-003,,,,po
1093,1093,21-108-101-28,,,,po
1094,1094,21-108-101-33,,,,po
1095,1095,21-108-101-34,,,,po
1096,1096,21-108-301-12,"3/16""",,,po
1097,1097,FAB-410-001-9,,,,po
1098,1098,FAB-410-002-4,,,,po
1099,1099,FAB-410-002-6,,,,po
1100,1100,FAB-410-010-2,,,,po
1101,1101,FAB-410-010-4,,,,po
1102,1102,FAB-410-029-3,,,,po
1103,1103,FAB-410-036,,,,po
1104,1104,FAB-410-039,,,,po
1105,1105,FAB-425-083,,,,po
1106,1106,FAB-425-083,,,,po
1107,1107,FAB-425-084,,,,po
1108,1108,FAB-425-306,,,,po
1109,1109,FAB-951-031-10,,,,po
1110,1110,FAB-951-031-11,,,,po
1111,1111,FAB-951-031-12,,,,po
1112,1112,FAB-951-031-13,,,,po
1113,1113,FAB-951-031-9,,,,po
1114,1114,FAB-951-034-10,,,,po
1115,1115,FAB-951-034-10,,,,po
1116,1116,FAB-951-034-11,,,,po
1117,1117,FAB-951-034-11,,,,po
1118,1118,FAB-951-034-12,,,,po
1119,1119,FAB-951-034-12,,,,po
1120,1120,FAB-951-034-13,,,,po
1121,1121,FAB-951-034-13,,,,po
1122,1122,FAB-951-034-9,,,,po
1123,1123,FAB-951-034-9,,,,po
1124,1124,FAB-951-036,,,,po
1125,1125,FAB-951-037,,,,po
1126,1126,FAB-951-038,,,,po
1127,1127,FAB-951-403-16,,,,po
1128,1128,FAB-951-403-16,,,,po
1129,1129,FAB-951-403-16,,,,po
1130,1130,FAB-951-403-17,,,,po
1131,1131,FAB-951-403-17,,,,po
1132,1132,FAB-951-403-17,,,,po
1133,1133,FAB-951-403-19,,,,po
1134,1134,FAB-951-403-19,,,,po
1135,1135,FAB-951-403-19,,,,po
1136,1136,FAB-951-403-20,,,,po
1137,1137,FAB-951-403-20,,,,po
1138,1138,FAB-951-403-20,,,,po
1139,1139,FAB-951-802,,,,po
1140,1140,FAB-951-802,,,,po
1141,1141,FAB-951-905,,,,po
1142,1142,FAB-951-905,,,,po
1143,1143,FAB-951-905,,,,po
1144,1144,FAB-TIGER,,,,po
1145,1145,,,,,po
1146,1146,,,,,po
1147,1147,,,,,po
1148,1148,,,,,po
1149,1149,,,,,po
1150,1150,,,,,po
1151,1151,,,,,po
1152,1152,,,,,po
1153,1153,,,,,po
1154,1154,,,,,po
1155,1155,,,,,po
1156,1156,,,,,po
1157,1157,,,,,po
1158,1158,7.00,0.500,1.250,,po
1159,1159,,,,,po
1160,1160,,,,,po
1161,1161,,,,,po
1162,1162,,,,,po
1163,1163,,,,,po
1164,1164,,,,,po
1165,1165,,,,,po
1166,1166,,,,,po
1167,1167,,,,,po
1168,1168,,,,,po
1169,1169,,,,,po
1170,1170,,,,,po
1171,1171,,,,,po
1172,1172,,,,,po
1173,1173,,,,,po
1174,1174,,,,,po
1175,1175,,,,,po
1176,1176,,,,,po
1177,1177,,,,,po
1178,1178,,,,,po
1179,1179,,,,,po
1180,1180,,,,,po
1181,1181,,,,,po
1182,1182,,,,,po
1183,1183,,,,,po
1184,1184,,,,,po
1185,1185,,,,,po
1186,1186,,,,,po
1187,1187,,,,,po
1188,1188,,,,,po
1189,1189,,,,,po
1190,1190,,,,,po
1191,1191,,,,,po
1192,1192,,,,,po
1193,1193,,,,,po
1194,1194,,,,,po
1195,1195,,,,,po
1196,1196,,,,,po
1197,1197,,,,,po
1198,1198,,,,,po
1199,1199,,,,,po
1200,1200,,,,,po
1201,1201,,,,,po
1202,1202,,,,,po
1203,1203,,,,,po
1204,1204,,,,,po
1205,1205,,,,,po
1206,1206,,,,,po
1207,1207,,,,,po
1208,1208,,,,,po
1209,1209,,,,,po
1210,1210,,,,,po
1211,1211,,,,,po
1212,1212,,,,,po
1213,1213,,,,,po
1214,1214,,,,,po
1215,1215,,,,,po
1216,1216,,,,,po
1217,1217,,,,,po
1218,1218,,,,,po
1219,1219,,,,,po
1220,1220,,,,,po
1221,1221,,,,,po
1222,1222,,,,,po
1223,1223,,,,,po
1224,1224,,,,,po
1225,1225,,,,,po
1226,1226,,,,,po
1227,1227,,,,,mm
1228,1228,,,,,po
1229,1229,,,,,po
1230,1230,,,,,mm
1231,1231,,,,,po
1232,1232,,,,,po
1233,1233,,,,,po
1234,1234,,,,,po
1235,1235,,,,,po
1236,1236,,,,,po
1237,1237,,,,,po
1238,1238,,,,,po
1239,1239,,,,,po
1240,1240,,,,,po
1241,1241,,,,,po
1242,1242,,,,,po
1243,1243,,,,,po
1244,1244,,,,,po
1245,1245,,,,,po
1246,1246,,,,,po
1247,1247,,,,,po
1248,1248,,,,,po
1249,1249,,,,,po
1250,1250,,,,,po
1251,1251,,,,,po
1252,1252,,,,,po
1253,1253,,,,,po
1254,1254,,,,,po
1255,1255,,,,,po
1256,1256,,,,,po
1257,1257,,,,,po
1258,1258,,,,,po
1259,1259,,,,,po
1260,1260,,,,,po
1261,1261,,,,,po
1262,1262,,,,,po
1263,1263,,,,,po
1264,1264,,,,,po
1265,1265,,,,,po
1266,1266,,,,,po
1267,1267,,,,,po
1268,1268,,,,,po
1269,1269,,,,,mm
1270,1270,,,,,mm
1271,1271,,,,,mm
1272,1272,,,,,mm
1273,1273,,,,,mm
1274,1274,,,,,mm
1275,1275,,,,,mm
1276,1276,,,,,mm
1277,1277,,,,,mm
1278,1278,,,,,po
1279,1279,,,,,po
1280,1280,,,,,po
1281,1281,,,,,po
1282,1282,,,,,po
1283,1283,,,,,po
1284,1284,,,,,po
1285,1285,,,,,po
1286,1286,,,,,po
1287,1287,,,,,po
1288,1288,,,,,po
1289,1289,,,,,po
1290,1290,,,,,po
1291,1291,,,,,po
1292,1292,,,,,mm
1293,1293,,,,,mm
1294,1294,,,,,mm
1295,1295,,,,,mm
1296,1296,,,,,mm
1297,1297,,,,,po
1298,1298,,,,,po
1299,1299,,,,,po
1300,1300,,,,,mm
1301,1301,,,,,po
1302,1302,,,,,po
1303,1303,,,,,po
1304,1304,,,,,po
1305,1305,,,,,mm
1306,1306,,,,,mm
1307,1307,,,,,po
1308,1308,,,,,po
1309,1309,,,,,po
1310,1310,1/16,,,,po
1311,1311,1/2,,,,po
1312,1312,1/2,shank 1/2 round,,,po
1313,1313,1/4,,,,po
1314,1314,1/4,1/4,1 2FL,,po
1315,1315,1/8,,,,po
1316,1316,3/16,,,,po
1317,1317,3/32,,,,po
1318,1318,3/8,,,,po
1319,1319,5/16,,,,po
1320,1320,5/32,,,,po
1321,1321,5/64,,,,po
1322,1322,7/32,,,,po
1323,1323,7/64,,,,po
1324,1324,9/32,,,,po
1325,1325,9/64,,,,po
1326,1326,11/32,,,,po
1327,1327,11/64,,,,po
1328,1328,13/32,,,,po
1329,1329,13/64,,,,po
1330,1330,15/16,SHANK 1/2,,,po
1331,1331,15/32,,,,po
1332,1332,15/64,,,,po
1333,1333,17/32,,,,po
1334,1334,17/64,,,,po
1335,1335,19/64,,,,po
1336,1336,21/64,,,,po
1337,1337,23/64,,,,po
1338,1338,25/64,,,,po
1339,1339,27/64,,,,po
1340,1340,# 19,,,,po
1341,1341,#1,,,,po
1342,1342,#30,,,,po
1343,1343,#40,,,,po
1344,1344,#7,,,,po
1345,1345,#8,,,,po
1346,1346,#W,,,,po
1347,1347,#X,,,,po
1348,1348,#Y,,,,po
1349,1349,1,SHANK 1/2,,,po
1350,1350,1   1/16,,,,po
1351,1351,1/4,,,,po
1352,1352,3/32,,,,po
1353,1353,9/16,SHANK 1/2,,,po
1354,1354,9/64,,,,po
1355,1355,DIA 39/64,SHANK 1/2,,,po
1356,1356,G,,,,po
1357,1357,H,,,,po
1358,1358,,,,,po
1359,1359,,,,,po
1360,1360,,,,,po
1361,1361,,,,,po
1362,1362,,,,,po
1363,1363,,,,,po
1364,1364,,,,,po
1365,1365,,,,,po
1366,1366,,,,,po
1367,1367,,,,,po
1368,1368,,,,,po
1369,1369,,,,,po
1370,1370,,,,,po
1371,1371,,,,,po
1372,1372,,,,,po
1373,1373,,,,,po
1374,1374,,,,,po
1375,1375,,,,,po
1376,1376,,,,,po
1377,1377,,,,,po
1378,1378,,,,,po
1379,1379,,,,,po
1380,1380,,,,,po
1381,1381,,,,,po
1382,1382,,,,,po
1383,1383,,,,,po
1384,1384,,,,,po
1385,1385,,,,,po
1386,1386,,,,,po
1387,1387,,,,,po
1388,1388,,,,,po
1389,1389,,,,,po
1390,1390,,,,,po
1391,1391,,,,,po
1392,1392,,,,,po
1393,1393,,,,,po
1394,1394,,,,,po
1395,1395,,,,,po
1396,1396,,,,,po
1397,1397,,,,,po
1398,1398,,,,,po
1399,1399,,,,,po
1400,1400,,,,,mm
1401,1401,,,,,po
1402,1402,,,,,po
1403,1403,,,,,po
1404,1404,,,,,po
1405,1405,,,,,po
1406,1406,,,,,po
1407,1407,,,,,mm
1408,1408,,,,,po
1409,1409,,,,,po
1410,1410,,,,,po
1411,1411,,,,,po
1412,1412,,,,,po
1413,1413,,,,,po
1414,1414,,,,,po
1415,1415,,,,,po
1416,1416,,,,,po
1417,1417,,,,,po
1418,1418,,,,,po
1419,1419,,,,,po
1420,1420,,,,,po
1421,1421,,,,,po
1422,1422,,,20-115,,po
1423,1423,,,,,po
1424,1424,,,,,po
1425,1425,,,,,po
1426,1426,,,,,po
1427,1427,,,,,po
1428,1428,,,,,po
1429,1429,,,,,po
1430,1430,,,,,po
1431,1431,,,,,po
1432,1432,,,,,po
1433,1433,,,,,po
1434,1434,,,,,po
1435,1435,,,,,po
1436,1436,,,,,po
1437,1437,,,,,po
1438,1438,,,,,po
1439,1439,,,,,po
1440,1440,,,,,po
1441,1441,,,,,po
1442,1442,,,,,po
1443,1443,,,,,po
1444,1444,,,,,po
1445,1445,,,,,po
1446,1446,,,,,po
1447,1447,,,,,po
1448,1448,,,,,po
1449,1449,,,,,po
1450,1450,,,,,po
1451,1451,,,,,po
1452,1452,,,,,po
1453,1453,,,,,po
1454,1454,,,,,po
1455,1455,,,,,po
1456,1456,,,,,po
1457,1457,,,,,po
1458,1458,,,,,po
1459,1459,,,,,po
1460,1460,,,,,po
1461,1461,PROMO,,,,po
1462,1462,,,,,po
1463,1463,,,,,po
1464,1464,,,,,po
1465,1465,,,,,po
1466,1466,,,,,po
1467,1467,,,,,po
1468,1468,,,,,po
1469,1469,,,,,po
1470,1470,,,,,po
1471,1471,,,,,mm
1472,1472,,,,,mm
1473,1473,,,,,po
1474,1474,,,,,po
1475,1475,,,,,po
1476,1476,,,,,po
1477,1477,,,,,po
1478,1478,,,,,po
1479,1479,,,,,po
1480,1480,,,,,po
1481,1481,,,,,po
1482,1482,,,,,po
1483,1483,,,,,po
1484,1484,,,,,po
1485,1485,,,,,po
1486,1486,,,,,po
1487,1487,,,,,po
1488,1488,,,,,po
1489,1489,,,,,mm
1490,1490,,,,,mm
1491,1491,,,,,mm
1492,1492,,,,,mm
1493,1493,,,,,mm
1494,1494,,,,,po
1495,1495,,,,,po
1496,1496,,"0,625",,,po
1497,1497,,,,,po
1498,1498,,,,,po
1499,1499,,,,,po
1500,1500,,,,,mm
1501,1501,,,,,mm
1502,1502,,,,,po
1503,1503,,,,,po
1504,1504,,,,,po
1505,1505,,,,,po
1506,1506,,,,,po
1507,1507,,,,,po
1508,1508,,,,,po
1509,1509,,,,,po
1510,1510,,,,,po
1511,1511,,,,,po
1512,1512,,,,,po
1513,1513,,,,,po
1514,1514,,,,,po
1515,1515,,,,,po
1516,1516,,,,,po
1517,1517,,,,,po
1518,1518,,,,,po
1519,1519,,,,,po
1520,1520,,,,,mm
1521,1521,,,,,po
1522,1522,,,,,po
1523,1523,,,,,po
1524,1524,,,,,po
1525,1525,,,,,po
1526,1526,,,,,po
1527,1527,,,,,po
1528,1528,,,,,po
1529,1529,,,,,po
1530,1530,,,,,po
1531,1531,,,,,po
1532,1532,,,,,po
1533,1533,,,,,po
1534,1534,,,,,po
1535,1535,,,,,po
1536,1536,,,,,po
1537,1537,,,,,po
1538,1538,,,,,po
1539,1539,,,,,po
1540,1540,,,,,po
1541,1541,,,,,po
1542,1542,,,,,po
1543,1543,,,,,po
1544,1544,,,,,po
1545,1545,,,,,po
1546,1546,,,,,po
1547,1547,,,,,po
1548,1548,,,,,po
1549,1549,,,,,po
1550,1550,,,,,po
1551,1551,,,,,po
1552,1552,,,,,po
1553,1553,,,,,po
1554,1554,,,,,po
1555,1555,,,,,po
1556,1556,,,,,po
1557,1557,,,,,po
1558,1558,,,,,po
1559,1559,,,,,po
1560,1560,,,,,po
1561,1561,,,,,po
1562,1562,,,,,po
1563,1563,,,,,po
1564,1564,,,,,po
1565,1565,,,,,po
1566,1566,,,,,po
1567,1567,,,,,po
1568,1568,,,,,po
1569,1569,,,,,po
1570,1570,,,,,po
1571,1571,,,,,po
1572,1572,,,,,po
1573,1573,,,,,po
1574,1574,,,,,po
1575,1575,,,,,po
1576,1576,,,,,po
1577,1577,,,,,po
1578,1578,,,,,po
1579,1579,,,,,po
1580,1580,,,,,po
1581,1581,,,,,po
1582,1582,,,,,po
1583,1583,,,,,po
1584,1584,,,,,po
1585,1585,,,,,po
1586,1586,,,,,po
1587,1587,,,,,mm
1588,1588,,,,,po
1589,1589,,,,,po
1590,1590,,,,,po
1591,1591,,,,,po
1592,1592,,,,,po
1593,1593,,,,,po
1594,1594,,,,,po
1595,1595,,,,,po
1596,1596,,,,,po
1597,1597,,,,,po
1598,1598,,,,,po
1599,1599,,,,,po
1600,1600,,,,,po
1601,1601,,,,,po
1602,1602,,,,,po
1603,1603,,,,,po
1604,1604,,,,,po
1605,1605,,,,,po
1606,1606,,,,,po
1607,1607,,,,,po
1608,1608,,,,,po
1609,1609,,,,,po
1610,1610,,,,,po
1611,1611,,,,,po
1612,1612,,,,,po
1613,1613,,,,,mm
1614,1614,,,,,po
1615,1615,,,,,po
1616,1616,,,,,po
1617,1617,,,,,po
1618,1618,,,,,po
1619,1619,,,,,po
1620,1620,,,,,po
1621,1621,,,,,po
1622,1622,,,,,po
1623,1623,,,,,po
1624,1624,,,,,po
1625,1625,,,,,po
1626,1626,,,,,po
1627,1627,,,,,po
1628,1628,,,,,po
1629,1629,,,,,po
1630,1630,,,,,po
1631,1631,,,,,po
1632,1632,,,,,po
1633,1633,,,,,po
1634,1634,,,,,po
1635,1635,,,,,po
1636,1636,,,,,po
1637,1637,,,,,po
1638,1638,,,,,po
1639,1639,,,,,po
1640,1640,,,,,mm
1641,1641,,,,,po
1642,1642,,,,,po
1643,1643,,,,,po
1644,1644,,,,,po
1645,1645,,,,,po
1646,1646,,,,,po
1647,1647,,,,,po
1648,1648,,,,,po
1649,1649,,,,,po
1650,1650,,,,,po
1651,1651,,,,,po
1652,1652,,,,,po
1653,1653,,,,,po
1654,1654,,,,,po
1655,1655,,,,,po
1656,1656,,,,,po
1657,1657,,,,,po
1658,1658,,,,,po
1659,1659,,,,,po
1660,1660,,,,,po
1661,1661,,,,,po
1662,1662,,,,,po
1663,1663,,,,,po
1664,1664,,,,,po
1665,1665,,,,,po
1666,1666,,,,,po
1667,1667,,,,,po
1668,1668,,,,,po
1669,1669,,,,,po
1670,1670,,,,,po
1671,1671,,,,,po
1672,1672,,,,,po
1673,1673,,,,,po
1674,1674,,,,,po
1675,1675,,,,,po
1676,1676,,,,,po
1677,1677,,,,,po
1678,1678,,,,,po
1679,1679,,,,,po
1680,1680,,,,,po
1681,1681,,,,,po
1682,1682,,,,,po
1683,1683,3,3,0.3135,240,po
1684,1684,,,,,po
1685,1685,,,,,po
1686,1686,,,,,po
1687,1687,,,,,po
1688,1688,,,,,po
1689,1689,,,,,po
1690,1690,,,,,po
1691,1691,,,,,po
1692,1692,,,,,po
1693,1693,,,,,po
1694,1694,,,,,po
1695,1695,,,,,po
1696,1696,,,,,po
1697,1697,,,,,po
1698,1698,,,,,po
1699,1699,,,,,po
1700,1700,,,,,po
1701,1701,,,,,po
1702,1702,,,,,po
1703,1703,,,,,po
1704,1704,,,,,po
1705,1705,,,,,po
1706,1706,,,,,po
1707,1707,,,,,po
1708,1708,,,,,po
1709,1709,,,,,po
1710,1710,,,,,mm
1711,1711,,,,,po
1712,1712,,,,,po
1713,1713,,,,,mm
1714,1714,,,,,po
1715,1715,,,,,po
1716,1716,,,,,po
1717,1717,,,,,po
1718,1718,,,,,po
1719,1719,,,,,po
1720,1720,,,,,po
1721,1721,,,,,po
1722,1722,,,,,po
1723,1723,,,,,po
1724,1724,,,,,po
1725,1725,,,,,po
1726,1726,,,,,po
1727,1727,,,,,po
1728,1728,,,,,po
1729,1729,,,,,po
1730,1730,,,,,po
1731,1731,,,,,po
1732,1732,,,,,po
1733,1733,,,,,po
1734,1734,,,,,mm
1735,1735,,,,,po
1736,1736,,,,,po
1737,1737,,,,,po
1738,1738,,,,,po
1739,1739,,,,,po
1740,1740,,,,,po
1741,1741,,,,,po
1742,1742,,,,,po
1743,1743,,,,,po
1744,1744,,,,,po
